id_ticket,id_tienda,timestamp,total_venta,total_articulos,id_cliente
TICKET_0004151,STORE_07,2024-03-30 12:16:00,21.76,2,CUST_00069
TICKET_0004152,STORE_10,2024-01-24 07:02:00,13.7,2,CUST_00325
TICKET_0004153,STORE_09,2024-02-07 21:59:00,19.74,3,CUST_00509
TICKET_0004154,STORE_06,2024-02-16 13:51:00,7.49,1,CUST_00521
TICKET_0004155,STORE_07,2024-01-06 07:51:00,17.7,2,CUST_00380
TICKET_0004156,STORE_01,2024-02-26 18:14:00,9.61,1,CUST_00799
TICKET_0004157,STORE_10,2024-01-05 13:56:00,33.0,5,CUST_00335
TICKET_0004158,STORE_06,2024-01-27 08:46:00,39.65,4,CUST_00631
TICKET_0004159,STORE_07,2024-03-16 14:25:00,20.06,3,CUST_00416
TICKET_0004160,STORE_04,2024-03-22 18:44:00,4.42,1,CUST_00443
TICKET_0004161,STORE_05,2024-02-29 17:44:00,29.33,4,CUST_00291
TICKET_0004162,STORE_08,2024-01-01 17:16:00,6.57,2,CUST_00523
TICKET_0004163,STORE_04,2024-03-17 21:31:00,35.18,3,CUST_00462
TICKET_0004164,STORE_05,2024-01-20 09:29:00,8.1,2,CUST_00697
TICKET_0004165,STORE_04,2024-02-27 18:53:00,7.36,1,CUST_00023
TICKET_0004166,STORE_07,2024-03-19 16:34:00,30.71,3,CUST_00418
TICKET_0004167,STORE_06,2024-02-09 09:37:00,13.07,2,CUST_00602
TICKET_0004168,STORE_04,2024-03-02 12:54:00,25.28,3,CUST_00561
TICKET_0004169,STORE_02,2024-02-21 11:53:00,5.61,1,CUST_00413
TICKET_0004170,STORE_05,2024-01-06 10:36:00,27.28,5,CUST_00777
TICKET_0004171,STORE_10,2024-03-06 21:32:00,9.82,2,CUST_00061
TICKET_0004172,STORE_10,2024-03-25 19:01:00,26.55,3,CUST_00712
TICKET_0004173,STORE_09,2024-01-16 12:15:00,44.83,4,CUST_00977
TICKET_0004174,STORE_01,2024-03-09 20:34:00,18.5,2,CUST_00354
TICKET_0004175,STORE_07,2024-03-23 21:37:00,5.59,2,CUST_00404
TICKET_0004176,STORE_04,2024-02-09 14:17:00,21.43,2,CUST_00559
TICKET_0004177,STORE_03,2024-02-03 14:56:00,10.4,2,CUST_00151
TICKET_0004178,STORE_04,2024-03-16 11:37:00,2.68,1,CUST_00605
TICKET_0004179,STORE_07,2024-03-10 21:30:00,13.01,2,CUST_00614
TICKET_0004180,STORE_01,2024-03-20 21:33:00,27.65,2,CUST_00025
TICKET_0004181,STORE_08,2024-01-24 07:46:00,11.59,2,CUST_00606
TICKET_0004182,STORE_04,2024-01-24 13:13:00,23.61,3,CUST_00248
TICKET_0004183,STORE_09,2024-01-30 18:38:00,6.09,1,CUST_00396
TICKET_0004184,STORE_03,2024-02-12 07:59:00,8.66,1,CUST_00300
TICKET_0004185,STORE_10,2024-01-01 15:20:00,7.33,1,CUST_00583
TICKET_0004186,STORE_02,2024-03-25 09:58:00,37.03,4,CUST_00037
TICKET_0004187,STORE_01,2024-03-08 15:36:00,12.25,1,CUST_00112
TICKET_0004188,STORE_10,2024-03-04 19:14:00,8.38,2,CUST_00252
TICKET_0004189,STORE_10,2024-03-01 14:20:00,15.85,2,CUST_00936
TICKET_0004190,STORE_03,2024-02-06 08:59:00,30.68,4,CUST_00519
TICKET_0004191,STORE_08,2024-02-20 11:03:00,19.39,2,CUST_00395
TICKET_0004192,STORE_09,2024-02-16 21:44:00,3.09,1,CUST_00130
TICKET_0004193,STORE_03,2024-03-20 18:51:00,16.09,2,CUST_00005
TICKET_0004194,STORE_08,2024-03-25 20:10:00,22.9,2,CUST_00531
TICKET_0004195,STORE_01,2024-01-09 13:18:00,10.99,2,CUST_00624
TICKET_0004196,STORE_01,2024-02-06 20:23:00,20.24,2,CUST_00893
TICKET_0004197,STORE_05,2024-02-12 07:04:00,2.94,1,CUST_00065
TICKET_0004198,STORE_10,2024-02-26 08:51:00,5.71,1,CUST_00670
TICKET_0004199,STORE_07,2024-01-19 19:13:00,23.7,3,CUST_00115
TICKET_0004200,STORE_01,2024-01-20 13:58:00,11.78,1,CUST_00886
TICKET_0004201,STORE_01,2024-02-04 16:21:00,13.38,2,CUST_00848
TICKET_0004202,STORE_08,2024-02-29 16:00:00,6.59,2,CUST_00436
TICKET_0004203,STORE_05,2024-03-06 10:39:00,20.93,3,CUST_00065
TICKET_0004204,STORE_08,2024-01-25 08:15:00,32.64,4,CUST_00842
TICKET_0004205,STORE_07,2024-01-01 10:32:00,19.01,2,CUST_00262
TICKET_0004206,STORE_06,2024-02-22 07:21:00,33.77,4,CUST_00350
TICKET_0004207,STORE_03,2024-01-25 12:54:00,21.51,2,CUST_00771
TICKET_0004208,STORE_09,2024-02-10 17:41:00,2.35,1,CUST_00136
TICKET_0004209,STORE_01,2024-02-07 10:27:00,13.08,3,CUST_00672
TICKET_0004210,STORE_07,2024-02-15 14:47:00,3.46,1,CUST_00423
TICKET_0004211,STORE_04,2024-02-09 14:57:00,9.52,1,CUST_00869
TICKET_0004212,STORE_04,2024-03-28 17:15:00,7.22,2,CUST_00220
TICKET_0004213,STORE_01,2024-01-27 09:13:00,5.32,2,CUST_00632
TICKET_0004214,STORE_08,2024-02-11 13:10:00,14.45,1,CUST_00485
TICKET_0004215,STORE_02,2024-01-29 10:55:00,15.32,2,CUST_00197
TICKET_0004216,STORE_07,2024-01-27 09:16:00,7.61,1,CUST_00686
TICKET_0004217,STORE_09,2024-01-09 07:34:00,9.63,1,CUST_00984
TICKET_0004218,STORE_06,2024-03-06 14:44:00,25.14,3,CUST_00217
TICKET_0004219,STORE_10,2024-01-20 11:21:00,34.38,5,CUST_00295
TICKET_0004220,STORE_06,2024-02-27 15:45:00,11.78,2,CUST_00606
TICKET_0004221,STORE_04,2024-02-22 12:21:00,9.12,1,CUST_00366
TICKET_0004222,STORE_01,2024-01-31 07:31:00,19.63,3,CUST_00111
TICKET_0004223,STORE_09,2024-01-01 20:47:00,11.15,2,CUST_00357
TICKET_0004224,STORE_04,2024-03-29 18:55:00,20.59,3,CUST_00197
TICKET_0004225,STORE_01,2024-02-29 21:48:00,13.35,3,CUST_00486
TICKET_0004226,STORE_07,2024-01-14 16:57:00,26.34,4,CUST_00109
TICKET_0004227,STORE_05,2024-01-09 12:20:00,39.67,5,CUST_00211
TICKET_0004228,STORE_08,2024-02-23 14:37:00,10.6,1,CUST_00880
TICKET_0004229,STORE_04,2024-02-18 20:29:00,23.68,2,CUST_00732
TICKET_0004230,STORE_08,2024-01-08 10:57:00,25.39,3,CUST_00639
TICKET_0004231,STORE_02,2024-02-27 09:22:00,36.37,4,CUST_00539
TICKET_0004232,STORE_07,2024-03-07 12:06:00,27.41,2,CUST_00337
TICKET_0004233,STORE_10,2024-03-26 08:11:00,23.24,2,CUST_00738
TICKET_0004234,STORE_09,2024-01-27 19:18:00,33.78,3,CUST_00406
TICKET_0004235,STORE_08,2024-02-19 15:20:00,28.91,2,CUST_00385
TICKET_0004236,STORE_08,2024-01-17 20:24:00,12.02,2,CUST_00579
TICKET_0004237,STORE_01,2024-02-10 19:35:00,2.65,1,CUST_00856
TICKET_0004238,STORE_01,2024-03-13 15:20:00,5.93,1,CUST_00023
TICKET_0004239,STORE_04,2024-01-02 12:25:00,8.79,2,CUST_00003
TICKET_0004240,STORE_09,2024-01-12 15:46:00,7.63,1,CUST_00439
TICKET_0004241,STORE_01,2024-01-14 07:40:00,29.7,3,CUST_00686
TICKET_0004242,STORE_08,2024-01-21 21:09:00,19.23,2,CUST_00029
TICKET_0004243,STORE_08,2024-03-26 07:52:00,26.11,3,CUST_00423
TICKET_0004244,STORE_10,2024-03-18 16:06:00,15.18,2,CUST_00582
TICKET_0004245,STORE_01,2024-03-23 17:15:00,13.38,1,CUST_00949
TICKET_0004246,STORE_06,2024-02-27 13:05:00,23.99,2,CUST_00208
TICKET_0004247,STORE_01,2024-01-16 10:30:00,40.02,4,CUST_00292
TICKET_0004248,STORE_05,2024-01-17 11:20:00,16.89,2,CUST_00193
TICKET_0004249,STORE_01,2024-03-25 21:22:00,27.75,2,CUST_00333
TICKET_0004250,STORE_06,2024-01-10 14:55:00,36.53,4,CUST_00488
TICKET_0004251,STORE_02,2024-02-18 17:50:00,5.87,1,CUST_00110
TICKET_0004252,STORE_02,2024-01-21 10:50:00,13.82,2,CUST_00778
TICKET_0004253,STORE_08,2024-01-15 08:02:00,22.17,2,CUST_00712
TICKET_0004254,STORE_09,2024-01-10 15:59:00,2.88,1,CUST_00161
TICKET_0004255,STORE_07,2024-02-28 13:18:00,13.19,2,CUST_00315
TICKET_0004256,STORE_02,2024-03-25 15:04:00,30.05,3,CUST_00213
TICKET_0004257,STORE_04,2024-02-18 18:43:00,14.24,1,CUST_00704
TICKET_0004258,STORE_07,2024-02-11 07:21:00,55.66,5,CUST_00803
TICKET_0004259,STORE_04,2024-03-19 11:01:00,17.77,3,CUST_00621
TICKET_0004260,STORE_10,2024-03-18 10:30:00,5.73,1,CUST_00082
TICKET_0004261,STORE_07,2024-03-01 17:10:00,31.06,4,CUST_00932
TICKET_0004262,STORE_06,2024-01-18 09:04:00,35.76,5,CUST_00155
TICKET_0004263,STORE_02,2024-03-09 07:59:00,3.17,1,CUST_00024
TICKET_0004264,STORE_10,2024-01-06 11:47:00,9.91,2,CUST_00869
TICKET_0004265,STORE_10,2024-03-16 11:09:00,22.15,4,CUST_00104
TICKET_0004266,STORE_05,2024-02-10 20:22:00,4.7,1,CUST_00351
TICKET_0004267,STORE_07,2024-03-24 09:16:00,14.39,2,CUST_00215
TICKET_0004268,STORE_04,2024-01-31 10:04:00,9.1,1,CUST_00472
TICKET_0004269,STORE_04,2024-01-18 17:26:00,4.53,1,CUST_00136
TICKET_0004270,STORE_08,2024-03-27 15:19:00,28.71,3,CUST_00823
TICKET_0004271,STORE_06,2024-03-22 12:18:00,16.6,2,CUST_00008
TICKET_0004272,STORE_08,2024-01-29 08:41:00,18.49,2,CUST_00878
TICKET_0004273,STORE_03,2024-02-14 19:28:00,7.21,1,CUST_00079
TICKET_0004274,STORE_09,2024-02-27 07:44:00,12.35,3,CUST_00679
TICKET_0004275,STORE_01,2024-03-25 15:17:00,36.05,4,CUST_00376
TICKET_0004276,STORE_08,2024-01-06 20:17:00,4.37,1,CUST_00229
TICKET_0004277,STORE_06,2024-01-24 08:03:00,15.49,3,CUST_00455
TICKET_0004278,STORE_09,2024-01-12 14:15:00,13.34,1,CUST_00427
TICKET_0004279,STORE_10,2024-01-03 15:41:00,23.1,3,CUST_00026
TICKET_0004280,STORE_04,2024-03-29 10:22:00,19.17,3,CUST_00473
TICKET_0004281,STORE_02,2024-01-22 15:03:00,17.8,3,CUST_00875
TICKET_0004282,STORE_08,2024-01-06 18:11:00,4.47,1,CUST_00637
TICKET_0004283,STORE_04,2024-03-10 19:31:00,8.24,1,CUST_00384
TICKET_0004284,STORE_04,2024-01-15 11:28:00,46.66,6,CUST_00811
TICKET_0004285,STORE_07,2024-01-25 10:20:00,31.46,4,CUST_00420
TICKET_0004286,STORE_07,2024-02-08 21:26:00,11.61,1,CUST_00537
TICKET_0004287,STORE_05,2024-01-24 11:11:00,20.08,3,CUST_00387
TICKET_0004288,STORE_06,2024-03-17 12:57:00,33.72,3,CUST_00373
TICKET_0004289,STORE_08,2024-03-26 18:22:00,13.88,2,CUST_00142
TICKET_0004290,STORE_03,2024-03-26 11:08:00,12.57,2,CUST_00829
TICKET_0004291,STORE_07,2024-02-17 10:39:00,23.51,2,CUST_00466
TICKET_0004292,STORE_04,2024-03-03 14:51:00,10.11,1,CUST_00308
TICKET_0004293,STORE_09,2024-02-08 13:10:00,12.09,1,CUST_00216
TICKET_0004294,STORE_03,2024-01-13 14:23:00,7.08,2,CUST_00226
TICKET_0004295,STORE_08,2024-02-10 08:50:00,33.3,3,CUST_00416
TICKET_0004296,STORE_07,2024-02-14 10:50:00,39.89,4,CUST_00819
TICKET_0004297,STORE_09,2024-03-31 14:33:00,19.4,3,CUST_00157
TICKET_0004298,STORE_07,2024-03-28 13:31:00,48.36,6,CUST_00877
TICKET_0004299,STORE_05,2024-01-30 16:47:00,41.51,5,CUST_00708
TICKET_0004300,STORE_07,2024-02-05 08:05:00,24.68,4,CUST_00326
TICKET_0004301,STORE_04,2024-01-18 15:24:00,23.42,2,CUST_00672
TICKET_0004302,STORE_02,2024-01-26 12:02:00,2.39,1,CUST_00351
TICKET_0004303,STORE_06,2024-02-18 10:40:00,39.88,5,CUST_00292
TICKET_0004304,STORE_08,2024-03-19 16:07:00,21.3,2,CUST_00214
TICKET_0004305,STORE_06,2024-01-31 12:36:00,26.05,3,CUST_00997
TICKET_0004306,STORE_06,2024-03-19 08:10:00,24.15,2,CUST_00706
TICKET_0004307,STORE_09,2024-02-11 16:43:00,5.04,2,CUST_00045
TICKET_0004308,STORE_07,2024-01-25 11:18:00,26.39,3,CUST_00656
TICKET_0004309,STORE_04,2024-03-25 07:42:00,23.63,3,CUST_00995
TICKET_0004310,STORE_04,2024-03-24 11:31:00,16.47,3,CUST_00126
TICKET_0004311,STORE_05,2024-01-26 08:44:00,4.4,1,CUST_00135
TICKET_0004312,STORE_10,2024-01-26 11:42:00,13.47,2,CUST_00815
TICKET_0004313,STORE_07,2024-01-28 10:37:00,22.93,2,CUST_00334
TICKET_0004314,STORE_07,2024-03-09 21:09:00,18.3,2,CUST_00590
TICKET_0004315,STORE_09,2024-01-31 17:15:00,30.23,4,CUST_00418
TICKET_0004316,STORE_09,2024-03-25 13:32:00,18.65,3,CUST_00718
TICKET_0004317,STORE_10,2024-03-19 21:24:00,17.31,3,CUST_00999
TICKET_0004318,STORE_05,2024-03-23 11:34:00,14.77,3,CUST_00252
TICKET_0004319,STORE_08,2024-03-20 12:59:00,7.63,2,CUST_00965
TICKET_0004320,STORE_04,2024-03-12 15:11:00,3.45,1,CUST_00623
TICKET_0004321,STORE_02,2024-03-12 18:58:00,19.46,2,CUST_00501
TICKET_0004322,STORE_06,2024-01-04 19:05:00,22.47,3,CUST_00954
TICKET_0004323,STORE_09,2024-02-14 13:32:00,23.76,4,CUST_00735
TICKET_0004324,STORE_01,2024-01-10 17:08:00,27.33,3,CUST_00408
TICKET_0004325,STORE_08,2024-02-15 18:59:00,12.0,1,CUST_00710
TICKET_0004326,STORE_05,2024-03-22 13:15:00,24.31,3,CUST_00306
TICKET_0004327,STORE_05,2024-02-02 20:08:00,32.97,4,CUST_00640
TICKET_0004328,STORE_10,2024-01-13 19:12:00,22.09,2,CUST_00378
TICKET_0004329,STORE_09,2024-03-15 18:14:00,19.42,2,CUST_00462
TICKET_0004330,STORE_10,2024-03-07 21:09:00,8.46,1,CUST_00677
TICKET_0004331,STORE_04,2024-02-27 21:13:00,8.31,1,CUST_00793
TICKET_0004332,STORE_07,2024-01-26 12:06:00,24.24,3,CUST_00204
TICKET_0004333,STORE_10,2024-02-11 12:09:00,23.76,2,CUST_00035
TICKET_0004334,STORE_02,2024-03-19 11:44:00,34.38,3,CUST_00950
TICKET_0004335,STORE_09,2024-03-05 12:44:00,18.46,2,CUST_00213
TICKET_0004336,STORE_02,2024-03-07 09:45:00,39.91,3,CUST_00008
TICKET_0004337,STORE_09,2024-01-04 09:56:00,36.23,3,CUST_00768
TICKET_0004338,STORE_09,2024-01-15 12:40:00,7.45,1,CUST_00760
TICKET_0004339,STORE_02,2024-03-23 15:10:00,36.11,5,CUST_00423
TICKET_0004340,STORE_02,2024-03-28 12:09:00,27.35,3,CUST_00226
TICKET_0004341,STORE_10,2024-03-20 07:55:00,14.1,1,CUST_00575
TICKET_0004342,STORE_03,2024-02-02 17:58:00,7.38,1,CUST_00064
TICKET_0004343,STORE_07,2024-03-21 07:24:00,14.62,1,CUST_00469
TICKET_0004344,STORE_09,2024-01-17 11:57:00,34.48,4,CUST_00233
TICKET_0004345,STORE_08,2024-03-17 19:25:00,6.31,1,CUST_00675
TICKET_0004346,STORE_02,2024-01-31 17:36:00,17.46,3,CUST_00915
TICKET_0004347,STORE_07,2024-03-03 20:28:00,44.81,5,CUST_00060
TICKET_0004348,STORE_01,2024-02-17 19:12:00,2.41,1,CUST_00647
TICKET_0004349,STORE_03,2024-03-27 18:08:00,17.8,2,CUST_00619
TICKET_0004350,STORE_09,2024-02-23 08:53:00,4.14,1,CUST_00763
TICKET_0004351,STORE_08,2024-01-02 19:02:00,9.76,1,CUST_00668
TICKET_0004352,STORE_03,2024-03-28 12:18:00,12.31,3,CUST_00022
TICKET_0004353,STORE_02,2024-03-08 16:27:00,4.68,2,CUST_00032
TICKET_0004354,STORE_06,2024-01-24 13:13:00,6.84,1,CUST_00933
TICKET_0004355,STORE_03,2024-02-04 14:22:00,23.62,2,CUST_00397
TICKET_0004356,STORE_09,2024-01-05 16:26:00,39.84,5,CUST_00448
TICKET_0004357,STORE_06,2024-01-14 21:07:00,2.49,1,CUST_00663
TICKET_0004358,STORE_02,2024-02-19 16:06:00,15.31,3,CUST_00382
TICKET_0004359,STORE_05,2024-02-17 10:57:00,40.29,4,CUST_00367
TICKET_0004360,STORE_04,2024-01-24 18:04:00,35.52,5,CUST_00069
TICKET_0004361,STORE_06,2024-02-05 09:50:00,31.39,3,CUST_00684
TICKET_0004362,STORE_09,2024-02-22 13:27:00,24.95,3,CUST_00275
TICKET_0004363,STORE_05,2024-01-16 20:00:00,16.17,2,CUST_00955
TICKET_0004364,STORE_10,2024-03-22 16:44:00,22.4,3,CUST_00008
TICKET_0004365,STORE_10,2024-01-15 18:22:00,20.29,2,CUST_00770
TICKET_0004366,STORE_09,2024-03-22 20:33:00,19.74,2,CUST_00501
TICKET_0004367,STORE_05,2024-02-07 15:23:00,8.64,1,CUST_00266
TICKET_0004368,STORE_10,2024-02-13 13:03:00,24.1,2,CUST_00805
TICKET_0004369,STORE_09,2024-03-30 14:56:00,26.22,3,CUST_00520
TICKET_0004370,STORE_07,2024-02-26 16:29:00,4.18,1,CUST_00455
TICKET_0004371,STORE_07,2024-03-29 11:43:00,27.22,4,CUST_00046
TICKET_0004372,STORE_01,2024-01-02 11:54:00,29.77,4,CUST_00899
TICKET_0004373,STORE_05,2024-01-15 19:06:00,23.03,4,CUST_00133
TICKET_0004374,STORE_01,2024-01-27 13:17:00,13.51,1,CUST_00759
TICKET_0004375,STORE_01,2024-03-05 18:27:00,15.2,2,CUST_00618
TICKET_0004376,STORE_07,2024-01-04 11:22:00,26.01,3,CUST_00077
TICKET_0004377,STORE_07,2024-03-29 17:34:00,9.98,1,CUST_00439
TICKET_0004378,STORE_06,2024-03-30 19:56:00,49.33,4,CUST_00037
TICKET_0004379,STORE_07,2024-02-27 13:24:00,16.15,2,CUST_00691
TICKET_0004380,STORE_06,2024-03-14 15:25:00,14.44,1,CUST_00273
TICKET_0004381,STORE_04,2024-02-06 08:34:00,14.43,2,CUST_00868
TICKET_0004382,STORE_07,2024-02-04 12:57:00,15.6,2,CUST_00380
TICKET_0004383,STORE_09,2024-01-25 15:58:00,15.98,2,CUST_01000
TICKET_0004384,STORE_09,2024-03-15 13:30:00,12.72,2,CUST_00779
TICKET_0004385,STORE_08,2024-03-02 09:31:00,9.67,1,CUST_00031
TICKET_0004386,STORE_06,2024-01-07 11:06:00,20.6,2,CUST_00091
TICKET_0004387,STORE_08,2024-03-14 14:11:00,6.13,2,CUST_00889
TICKET_0004388,STORE_03,2024-02-28 09:57:00,20.59,3,CUST_00715
TICKET_0004389,STORE_06,2024-02-27 16:17:00,13.75,1,CUST_00359
TICKET_0004390,STORE_06,2024-02-23 19:33:00,18.14,2,CUST_00050
TICKET_0004391,STORE_02,2024-01-08 13:12:00,13.92,1,CUST_00380
TICKET_0004392,STORE_01,2024-01-25 15:03:00,7.8,2,CUST_00675
TICKET_0004393,STORE_04,2024-02-28 19:59:00,7.74,1,CUST_00311
TICKET_0004394,STORE_02,2024-01-12 20:08:00,20.11,2,CUST_00738
TICKET_0004395,STORE_05,2024-01-31 17:33:00,14.91,3,CUST_00144
TICKET_0004396,STORE_09,2024-03-05 07:19:00,7.15,1,CUST_00139
TICKET_0004397,STORE_03,2024-01-07 17:30:00,2.71,1,CUST_00010
TICKET_0004398,STORE_03,2024-03-18 16:23:00,21.71,3,CUST_00801
TICKET_0004399,STORE_08,2024-03-02 17:41:00,15.26,1,CUST_00019
TICKET_0004400,STORE_05,2024-01-20 20:30:00,7.12,2,CUST_00101
TICKET_0004401,STORE_08,2024-02-25 08:46:00,23.26,2,CUST_00125
TICKET_0004402,STORE_04,2024-03-15 10:27:00,22.56,3,CUST_00496
TICKET_0004403,STORE_05,2024-03-11 16:46:00,12.64,2,CUST_00186
TICKET_0004404,STORE_10,2024-02-03 16:40:00,24.65,3,CUST_00031
TICKET_0004405,STORE_01,2024-01-19 10:45:00,3.62,1,CUST_00310
TICKET_0004406,STORE_06,2024-01-01 14:30:00,6.88,2,CUST_00702
TICKET_0004407,STORE_09,2024-03-15 12:13:00,13.93,1,CUST_00220
TICKET_0004408,STORE_10,2024-03-27 18:33:00,11.29,2,CUST_00077
TICKET_0004409,STORE_07,2024-02-12 08:25:00,17.79,3,CUST_00420
TICKET_0004410,STORE_02,2024-03-03 10:23:00,26.16,3,CUST_00325
TICKET_0004411,STORE_10,2024-01-16 16:17:00,25.78,3,CUST_00650
TICKET_0004412,STORE_03,2024-03-11 20:59:00,4.5,1,CUST_00311
TICKET_0004413,STORE_06,2024-01-03 08:51:00,41.31,4,CUST_00175
TICKET_0004414,STORE_01,2024-02-24 15:20:00,9.28,1,CUST_00822
TICKET_0004415,STORE_05,2024-01-09 20:02:00,35.32,5,CUST_00525
TICKET_0004416,STORE_02,2024-02-16 11:45:00,18.47,2,CUST_00837
TICKET_0004417,STORE_01,2024-02-19 12:46:00,3.29,1,CUST_00904
TICKET_0004418,STORE_04,2024-03-13 14:50:00,24.3,3,CUST_00052
TICKET_0004419,STORE_04,2024-02-27 21:52:00,8.83,1,CUST_00826
TICKET_0004420,STORE_06,2024-02-03 14:40:00,14.25,2,CUST_00873
TICKET_0004421,STORE_10,2024-01-11 08:21:00,15.77,2,CUST_00903
TICKET_0004422,STORE_10,2024-02-08 14:23:00,16.09,2,CUST_00034
TICKET_0004423,STORE_09,2024-03-08 21:47:00,14.41,2,CUST_00034
TICKET_0004424,STORE_08,2024-03-17 08:25:00,14.07,2,CUST_00938
TICKET_0004425,STORE_02,2024-02-15 20:02:00,23.7,3,CUST_00074
TICKET_0004426,STORE_02,2024-02-27 09:35:00,25.01,3,CUST_00085
TICKET_0004427,STORE_04,2024-02-15 12:55:00,9.06,1,CUST_00922
TICKET_0004428,STORE_10,2024-01-26 13:41:00,11.68,1,CUST_00823
TICKET_0004429,STORE_05,2024-03-07 08:28:00,17.37,2,CUST_00878
TICKET_0004430,STORE_09,2024-03-16 18:45:00,8.84,2,CUST_00695
TICKET_0004431,STORE_04,2024-02-23 14:39:00,19.58,2,CUST_00622
TICKET_0004432,STORE_03,2024-01-20 14:26:00,11.98,2,CUST_00435
TICKET_0004433,STORE_10,2024-03-16 19:24:00,23.81,2,CUST_00553
TICKET_0004434,STORE_01,2024-03-03 07:08:00,10.05,1,CUST_00680
TICKET_0004435,STORE_01,2024-02-12 21:15:00,9.65,1,CUST_00400
TICKET_0004436,STORE_01,2024-01-04 18:08:00,23.64,3,CUST_00360
TICKET_0004437,STORE_09,2024-01-22 20:36:00,33.87,3,CUST_00407
TICKET_0004438,STORE_05,2024-03-23 14:57:00,13.17,3,CUST_00927
TICKET_0004439,STORE_05,2024-03-22 15:09:00,14.28,1,CUST_00410
TICKET_0004440,STORE_10,2024-01-23 14:21:00,21.37,2,CUST_00479
TICKET_0004441,STORE_10,2024-02-22 10:47:00,15.45,2,CUST_00514
TICKET_0004442,STORE_08,2024-02-23 21:48:00,10.75,2,CUST_00030
TICKET_0004443,STORE_02,2024-03-07 13:41:00,8.41,1,CUST_00648
TICKET_0004444,STORE_10,2024-01-14 11:26:00,42.87,4,CUST_00248
TICKET_0004445,STORE_09,2024-01-07 10:38:00,4.29,1,CUST_00196
TICKET_0004446,STORE_06,2024-02-11 16:58:00,29.97,4,CUST_00112
TICKET_0004447,STORE_08,2024-02-21 21:41:00,17.51,3,CUST_00438
TICKET_0004448,STORE_07,2024-02-16 07:10:00,22.52,3,CUST_00006
TICKET_0004449,STORE_10,2024-02-22 15:32:00,8.94,1,CUST_00047
TICKET_0004450,STORE_07,2024-01-26 12:06:00,15.7,2,CUST_00532
TICKET_0004451,STORE_10,2024-03-03 20:35:00,3.28,1,CUST_00165
TICKET_0004452,STORE_05,2024-02-28 20:40:00,14.02,2,CUST_00873
TICKET_0004453,STORE_01,2024-01-25 19:01:00,8.23,1,CUST_00269
TICKET_0004454,STORE_10,2024-01-21 10:24:00,7.24,2,CUST_00026
TICKET_0004455,STORE_02,2024-01-02 17:15:00,20.82,2,CUST_00061
TICKET_0004456,STORE_10,2024-03-20 11:03:00,21.39,3,CUST_00645
TICKET_0004457,STORE_04,2024-01-25 09:24:00,24.26,2,CUST_00862
TICKET_0004458,STORE_06,2024-02-19 08:02:00,4.34,1,CUST_00408
TICKET_0004459,STORE_02,2024-01-02 13:22:00,16.75,2,CUST_00091
TICKET_0004460,STORE_03,2024-03-21 14:14:00,49.93,5,CUST_00640
TICKET_0004461,STORE_03,2024-01-28 18:01:00,17.27,2,CUST_00224
TICKET_0004462,STORE_08,2024-03-13 08:21:00,24.35,3,CUST_00296
TICKET_0004463,STORE_02,2024-02-20 12:49:00,12.04,3,CUST_00086
TICKET_0004464,STORE_01,2024-02-16 10:52:00,8.03,1,CUST_00821
TICKET_0004465,STORE_07,2024-01-31 21:02:00,13.35,2,CUST_00577
TICKET_0004466,STORE_02,2024-01-30 13:52:00,14.84,2,CUST_00949
TICKET_0004467,STORE_10,2024-03-24 07:21:00,21.32,4,CUST_00253
TICKET_0004468,STORE_02,2024-02-09 12:42:00,4.46,1,CUST_00242
TICKET_0004469,STORE_06,2024-01-12 21:03:00,14.5,1,CUST_00912
TICKET_0004470,STORE_03,2024-03-22 15:23:00,6.53,1,CUST_00567
TICKET_0004471,STORE_01,2024-01-28 21:10:00,10.52,1,CUST_00177
TICKET_0004472,STORE_05,2024-02-25 10:22:00,6.37,1,CUST_00628
TICKET_0004473,STORE_07,2024-03-03 21:18:00,11.92,1,CUST_00404
TICKET_0004474,STORE_02,2024-03-12 16:52:00,13.7,2,CUST_00076
TICKET_0004475,STORE_03,2024-02-07 12:50:00,28.14,3,CUST_00448
TICKET_0004476,STORE_05,2024-01-21 12:18:00,27.22,3,CUST_00042
TICKET_0004477,STORE_07,2024-03-05 17:40:00,3.4,1,CUST_00596
TICKET_0004478,STORE_05,2024-03-19 08:53:00,14.89,1,CUST_00756
TICKET_0004479,STORE_03,2024-03-30 20:41:00,9.45,1,CUST_00243
TICKET_0004480,STORE_07,2024-03-22 08:56:00,31.64,4,CUST_00500
TICKET_0004481,STORE_09,2024-03-24 14:49:00,11.88,2,CUST_00158
TICKET_0004482,STORE_07,2024-01-05 19:39:00,20.72,3,CUST_00335
TICKET_0004483,STORE_01,2024-03-27 12:14:00,8.41,2,CUST_00221
TICKET_0004484,STORE_09,2024-03-11 17:47:00,3.15,1,CUST_00200
TICKET_0004485,STORE_05,2024-01-30 12:22:00,3.28,1,CUST_00996
TICKET_0004486,STORE_01,2024-03-13 10:47:00,12.49,2,CUST_00108
TICKET_0004487,STORE_03,2024-02-26 20:26:00,29.94,5,CUST_00390
TICKET_0004488,STORE_09,2024-02-11 21:36:00,17.44,2,CUST_00088
TICKET_0004489,STORE_10,2024-02-08 10:37:00,16.9,3,CUST_00542
TICKET_0004490,STORE_08,2024-03-21 21:55:00,44.87,4,CUST_00409
